"","X","country","sex","bc_cate","education","TotalN","ChildlessN","NeverInUnionN","prop_childless","prop_neverinunion","continent"
"1750",2857,"Estonia","Men","1940-1949","All",636,60,17,9.4,28.3,"Europe & North America"
"1751",2858,"Estonia","Men","1950-1959","All",761,80,26,10.5,32.5,"Europe & North America"
"1752",2859,"Estonia","Men","1960-1969","All",743,112,43,15.1,38.4,"Europe & North America"
"1753",2860,"Estonia","Men","1970-1979","All",194,41,16,21.1,39,"Europe & North America"
"1754",2861,"Estonia","Men","1980-1989","All",57,17,4,29.8,23.5,"Europe & North America"
"1755",2864,"Estonia","Women","1920-1929","All",423,62,17,14.7,27.4,"Europe & North America"
"1756",2865,"Estonia","Women","1930-1939","All",1035,105,31,10.1,29.5,"Europe & North America"
"1757",2866,"Estonia","Women","1940-1949","All",1071,83,28,7.7,33.7,"Europe & North America"
"1758",2867,"Estonia","Women","1950-1959","All",1276,78,23,6.1,29.5,"Europe & North America"
"1759",2868,"Estonia","Women","1960-1969","All",1168,88,36,7.5,40.9,"Europe & North America"
"1760",2869,"Estonia","Women","1970-1979","All",219,22,6,10,27.3,"Europe & North America"
"1761",2870,"Estonia","Women","1980-1989","All",64,10,3,15.6,30,"Europe & North America"
"1762",2871,"Ethiopia","Men","1960-1969","All",494,17,6,3.4,35.3,"Africa"
"1763",2872,"Ethiopia","Men","1970-1979","All",2775,137,69,4.9,50.4,"Africa"
"1764",2873,"Ethiopia","Men","1980-1989","All",927,57,30,6.1,52.6,"Africa"
"1765",2874,"Ethiopia","Women","1950-1959","All",217,6,2,2.8,33.3,"Africa"
"1766",2875,"Ethiopia","Women","1960-1969","All",1316,42,17,3.2,40.5,"Africa"
"1767",2876,"Ethiopia","Women","1970-1979","All",2412,167,93,6.9,55.7,"Africa"
"1768",2877,"Ethiopia","Women","1980-1989","All",626,73,40,11.7,54.8,"Africa"
"1769",2880,"Finland","Men","1930-1939","All",144,14,4,9.7,28.6,"Europe & North America"
"1770",2881,"Finland","Men","1940-1949","All",277,30,9,10.8,30,"Europe & North America"
"1771",2882,"Finland","Men","1950-1959","All",323,55,20,17,36.4,"Europe & North America"
"1772",2883,"Finland","Men","1960-1969","All",290,63,19,21.7,30.2,"Europe & North America"
"1773",2884,"Finland","Men","1970-1979","All",150,38,10,25.3,26.3,"Europe & North America"
"1774",2885,"Finland","Men","1980-1989","All",53,16,1,30.2,6.2,"Europe & North America"
"1775",2888,"Finland","Women","1920-1929","All",78,14,8,17.9,57.1,"Europe & North America"
"1776",2889,"Finland","Women","1930-1939","All",197,22,10,11.2,45.5,"Europe & North America"
"1777",2890,"Finland","Women","1940-1949","All",299,36,11,12,30.6,"Europe & North America"
"1778",2891,"Finland","Women","1950-1959","All",316,49,9,15.5,18.4,"Europe & North America"
"1779",2892,"Finland","Women","1960-1969","All",293,46,10,15.7,21.7,"Europe & North America"
"1780",2893,"Finland","Women","1970-1979","All",148,25,6,16.9,24,"Europe & North America"
"1781",2894,"Finland","Women","1980-1989","All",64,12,3,18.8,25,"Europe & North America"
"1782",2896,"France","Men","1920-1929","All",233,43,15,18.5,34.9,"Europe & North America"
"1783",2897,"France","Men","1930-1939","All",702,91,44,13,48.4,"Europe & North America"
"1784",2898,"France","Men","1940-1949","All",1039,150,59,14.4,39.3,"Europe & North America"
"1785",2899,"France","Men","1950-1959","All",1140,194,60,17,30.9,"Europe & North America"
"1786",2900,"France","Men","1960-1969","All",1215,258,93,21.2,36,"Europe & North America"
"1787",2901,"France","Men","1970-1979","All",286,69,20,24.1,29,"Europe & North America"
"1788",2902,"France","Men","1980-1989","All",70,21,3,30,14.3,"Europe & North America"
"1789",2904,"France","Women","1920-1929","All",325,60,22,18.5,36.7,"Europe & North America"
"1790",2905,"France","Women","1930-1939","All",924,117,47,12.7,40.2,"Europe & North America"
"1791",2906,"France","Women","1940-1949","All",1201,160,54,13.3,33.8,"Europe & North America"
"1792",2907,"France","Women","1950-1959","All",1465,191,67,13,35.1,"Europe & North America"
"1793",2908,"France","Women","1960-1969","All",1472,226,74,15.4,32.7,"Europe & North America"
"1794",2909,"France","Women","1970-1979","All",313,50,12,16,24,"Europe & North America"
"1795",2910,"France","Women","1980-1989","All",77,13,0,16.9,0,"Europe & North America"
"1796",2911,"Gabon","Men","1960-1969","All",1232,55,7,4.5,12.7,"Africa"
"1797",2912,"Gabon","Men","1970-1979","All",1386,62,16,4.5,25.8,"Africa"
"1798",2913,"Gabon","Women","1950-1959","All",445,12,5,2.7,41.7,"Africa"
"1799",2914,"Gabon","Women","1960-1969","All",1017,45,11,4.4,24.4,"Africa"
"1800",2915,"Gabon","Women","1970-1979","All",922,90,42,9.8,46.7,"Africa"
"1801",2916,"Gambia","Men","1970-1979","All",1733,43,3,2.5,7,"Africa"
"1802",2917,"Gambia","Men","1980-1989","All",1543,59,15,3.8,25.4,"Africa"
"1803",2918,"Gambia","Women","1960-1969","All",417,12,5,2.9,41.7,"Africa"
"1804",2919,"Gambia","Women","1970-1979","All",725,39,25,5.4,64.1,"Africa"
"1805",2920,"Gambia","Women","1980-1989","All",524,71,47,13.5,66.2,"Africa"
"1806",2921,"Georgia","Men","1920-1929","All",121,5,2,4.1,40,"FSU"
"1807",2922,"Georgia","Men","1930-1939","All",509,29,14,5.7,48.3,"FSU"
"1808",2923,"Georgia","Men","1940-1949","All",476,28,8,5.9,28.6,"FSU"
"1809",2924,"Georgia","Men","1950-1959","All",794,58,40,7.3,69,"FSU"
"1810",2925,"Georgia","Men","1960-1969","All",919,132,97,14.4,73.5,"FSU"
"1811",2926,"Georgia","Men","1970-1979","All",110,37,26,33.6,70.3,"FSU"
"1812",2927,"Georgia","Women","1920-1929","All",218,37,23,17,62.2,"FSU"
"1813",2928,"Georgia","Women","1930-1939","All",729,89,51,12.2,57.3,"FSU"
"1814",2929,"Georgia","Women","1940-1949","All",718,88,58,12.3,65.9,"FSU"
"1815",2930,"Georgia","Women","1950-1959","All",1019,101,70,9.9,69.3,"FSU"
"1816",2931,"Georgia","Women","1960-1969","All",1146,155,121,13.5,78.1,"FSU"
"1817",2932,"Georgia","Women","1970-1979","All",174,23,15,13.2,65.2,"FSU"
"1818",2934,"Germany","Men","1920-1929","All",248,45,13,18.1,28.9,"Europe & North America"
"1819",2935,"Germany","Men","1930-1939","All",898,181,43,20.2,23.8,"Europe & North America"
"1820",2936,"Germany","Men","1940-1949","All",1142,256,58,22.4,22.7,"Europe & North America"
"1821",2937,"Germany","Men","1950-1959","All",1283,300,96,23.4,32,"Europe & North America"
"1822",2938,"Germany","Men","1960-1969","All",1464,451,186,30.8,41.2,"Europe & North America"
"1823",2939,"Germany","Men","1970-1979","All",2431,727,283,29.9,38.9,"Europe & North America"
"1824",2940,"Germany","Men","1980-1989","All",63,30,3,47.6,10,"Europe & North America"
"1825",2942,"Germany","Women","1920-1929","All",357,94,55,26.3,58.5,"Europe & North America"
"1826",2943,"Germany","Women","1930-1939","All",871,173,74,19.9,42.8,"Europe & North America"
"1827",2944,"Germany","Women","1940-1949","All",1082,187,33,17.3,17.6,"Europe & North America"
"1828",2945,"Germany","Women","1950-1959","All",1496,226,55,15.1,24.3,"Europe & North America"
"1829",2946,"Germany","Women","1960-1969","All",1779,272,85,15.3,31.2,"Europe & North America"
"1830",2947,"Germany","Women","1970-1979","All",2850,470,124,16.5,26.4,"Europe & North America"
"1831",2948,"Germany","Women","1980-1989","All",65,14,2,21.5,14.3,"Europe & North America"
"1832",2949,"Ghana","Men","1960-1969","All",882,16,2,1.8,12.5,"Africa"
"1833",2950,"Ghana","Men","1970-1979","All",2280,80,22,3.5,27.5,"Africa"
"1834",2951,"Ghana","Women","1950-1959","All",235,4,1,1.7,25,"Africa"
"1835",2952,"Ghana","Women","1960-1969","All",668,21,16,3.1,76.2,"Africa"
"1836",2953,"Ghana","Women","1970-1979","All",902,63,34,7,54,"Africa"
"1837",2954,"Guatemala","Men","1960-1969","All",2064,102,71,4.9,69.6,"Latin America"
"1838",2955,"Guatemala","Men","1970-1979","All",5560,369,280,6.6,75.9,"Latin America"
"1839",2956,"Guatemala","Men","1980-1989","All",115,16,11,13.9,68.8,"Latin America"
"1840",2957,"Guatemala","Women","1950-1959","All",589,24,13,4.1,54.2,"Latin America"
"1841",2958,"Guatemala","Women","1960-1969","All",1487,78,47,5.2,60.3,"Latin America"
"1842",2959,"Guatemala","Women","1970-1979","All",1973,193,128,9.8,66.3,"Latin America"
"1843",2961,"Guinea","Men","1960-1969","All",177,9,2,5.1,22.2,"Africa"
"1844",2962,"Guinea","Men","1970-1979","All",1996,84,9,4.2,10.7,"Africa"
"1845",2963,"Guinea","Men","1980-1989","All",1080,54,9,5,16.7,"Africa"
"1846",2965,"Guinea","Women","1960-1969","All",553,11,5,2,45.5,"Africa"
"1847",2966,"Guinea","Women","1970-1979","All",782,32,14,4.1,43.8,"Africa"
"1848",2967,"Guinea","Women","1980-1989","All",365,45,24,12.3,53.3,"Africa"
"1849",2968,"Guyana","Men","1950-1959","All",53,3,3,5.7,100,"Latin America"
"1850",2969,"Guyana","Men","1960-1969","All",1212,81,39,6.7,48.1,"Latin America"
"1851",2970,"Guyana","Men","1970-1979","All",619,43,24,6.9,55.8,"Latin America"
"1852",2972,"Guyana","Women","1960-1969","All",883,102,48,11.6,47.1,"Latin America"
"1853",2973,"Guyana","Women","1970-1979","All",422,62,33,14.7,53.2,"Latin America"
"1854",2974,"Haiti","Men","1950-1959","All",516,0,0,0,NA,"Latin America"
"1855",2975,"Haiti","Men","1960-1969","All",1288,26,7,2,26.9,"Latin America"
"1856",2976,"Haiti","Men","1970-1979","All",2750,157,70,5.7,44.6,"Latin America"
"1857",2977,"Haiti","Men","1980-1989","All",758,61,34,8,55.7,"Latin America"
"1858",2978,"Haiti","Women","1950-1959","All",1230,28,14,2.3,50,"Latin America"
"1859",2979,"Haiti","Women","1960-1969","All",1950,64,34,3.3,53.1,"Latin America"
"1860",2980,"Haiti","Women","1970-1979","All",2287,148,96,6.5,64.9,"Latin America"
"1861",2981,"Haiti","Women","1980-1989","All",572,73,47,12.8,64.4,"Latin America"
"1862",2982,"Honduras","Men","1960-1969","All",3029,128,78,4.2,60.9,"Latin America"
"1863",2983,"Honduras","Men","1970-1979","All",3644,164,102,4.5,62.2,"Latin America"
"1864",2984,"Honduras","Women","1950-1959","All",712,35,16,4.9,45.7,"Latin America"
"1865",2985,"Honduras","Women","1960-1969","All",1175,77,40,6.6,51.9,"Latin America"
"1866",2986,"Honduras","Women","1970-1979","All",1182,119,62,10.1,52.1,"Latin America"
"1867",2988,"Hungary","Men","1920-1929","All",232,25,3,10.8,12,"Europe & North America"
"1868",2989,"Hungary","Men","1930-1939","All",806,85,16,10.5,18.8,"Europe & North America"
"1869",2990,"Hungary","Men","1940-1949","All",1201,129,26,10.7,20.2,"Europe & North America"
"1870",2991,"Hungary","Men","1950-1959","All",1451,185,84,12.7,45.4,"Europe & North America"
"1871",2992,"Hungary","Men","1960-1969","All",1174,246,118,21,48,"Europe & North America"
"1872",2993,"Hungary","Men","1970-1979","All",167,54,24,32.3,44.4,"Europe & North America"
"1873",2994,"Hungary","Men","1980-1989","All",60,20,12,33.3,60,"Europe & North America"
"1874",2996,"Hungary","Women","1920-1929","All",446,72,17,16.1,23.6,"Europe & North America"
"1875",2997,"Hungary","Women","1930-1939","All",1325,141,33,10.6,23.4,"Europe & North America"
"1876",2998,"Hungary","Women","1940-1949","All",1636,144,35,8.8,24.3,"Europe & North America"
"1877",2999,"Hungary","Women","1950-1959","All",1808,147,40,8.1,27.2,"Europe & North America"
"1878",3000,"Hungary","Women","1960-1969","All",1427,127,46,8.9,36.2,"Europe & North America"
"1879",3001,"Hungary","Women","1970-1979","All",198,45,18,22.7,40,"Europe & North America"
"1880",3002,"Hungary","Women","1980-1989","All",57,17,3,29.8,17.6,"Europe & North America"
"1881",3006,"Iceland","Men","1950-1959","All",79,4,3,5.1,75,"Europe & North America"
"1882",3007,"Iceland","Men","1960-1969","All",87,8,5,9.2,62.5,"Europe & North America"
"1883",3008,"Iceland","Men","1970-1979","All",60,5,1,8.3,20,"Europe & North America"
"1884",3012,"Iceland","Women","1940-1949","All",53,1,0,1.9,0,"Europe & North America"
"1885",3013,"Iceland","Women","1950-1959","All",75,2,0,2.7,0,"Europe & North America"
"1886",3014,"Iceland","Women","1960-1969","All",76,7,1,9.2,14.3,"Europe & North America"
"1887",3015,"Iceland","Women","1970-1979","All",73,7,2,9.6,28.6,"Europe & North America"
"1888",3017,"India","Men","1960-1969","All",51496,1868,540,3.6,28.9,"Asia"
"1889",3018,"India","Men","1970-1979","All",162994,6790,2370,4.2,34.9,"Asia"
"1890",3019,"India","Men","1980-1989","All",25239,1537,608,6.1,39.6,"Asia"
"1891",3020,"India","Women","1960-1969","All",16157,1050,233,6.5,22.2,"Asia"
"1892",3021,"India","Women","1970-1979","All",25149,2265,816,9,36,"Asia"
"1893",3022,"India","Women","1980-1989","All",4313,515,215,11.9,41.7,"Asia"
"1894",3023,"Indonesia","Men","1960-1969","All",2770,168,66,6.1,39.3,"Asia"
"1895",3024,"Indonesia","Men","1970-1979","All",13879,866,379,6.2,43.8,"Asia"
"1896",3025,"Indonesia","Men","1980-1989","All",4210,278,121,6.6,43.5,"Asia"
"1897",3026,"Indonesia","Women","1960-1969","All",2322,50,0,2.2,0,"Asia"
"1898",3027,"Indonesia","Women","1970-1979","All",3575,137,0,3.8,0,"Asia"
"1899",3028,"Indonesia","Women","1980-1989","All",1043,56,0,5.4,0,"Asia"
"1900",3031,"Ireland","Men","1930-1939","All",154,37,24,24,64.9,"Europe & North America"
"1901",3032,"Ireland","Men","1940-1949","All",263,59,35,22.4,59.3,"Europe & North America"
"1902",3033,"Ireland","Men","1950-1959","All",306,81,58,26.5,71.6,"Europe & North America"
"1903",3034,"Ireland","Men","1960-1969","All",323,110,64,34.1,58.2,"Europe & North America"
"1904",3035,"Ireland","Men","1970-1979","All",187,55,20,29.4,36.4,"Europe & North America"
"1905",3036,"Ireland","Men","1980-1989","All",83,36,13,43.4,36.1,"Europe & North America"
"1906",3040,"Ireland","Women","1930-1939","All",125,20,10,16,50,"Europe & North America"
"1907",3041,"Ireland","Women","1940-1949","All",260,40,28,15.4,70,"Europe & North America"
"1908",3042,"Ireland","Women","1950-1959","All",331,65,36,19.6,55.4,"Europe & North America"
"1909",3043,"Ireland","Women","1960-1969","All",380,62,36,16.3,58.1,"Europe & North America"
"1910",3044,"Ireland","Women","1970-1979","All",269,48,9,17.8,18.8,"Europe & North America"
"1911",3045,"Ireland","Women","1980-1989","All",119,25,12,21,48,"Europe & North America"
"1912",3052,"Italy","Men","1930-1939","All",74,4,1,5.4,25,"Europe & North America"
"1913",3053,"Italy","Men","1940-1949","All",154,18,7,11.7,38.9,"Europe & North America"
"1914",3054,"Italy","Men","1950-1959","All",197,32,12,16.2,37.5,"Europe & North America"
"1915",3055,"Italy","Men","1960-1969","All",227,66,25,29.1,37.9,"Europe & North America"
"1916",3056,"Italy","Men","1970-1979","All",222,84,43,37.8,51.2,"Europe & North America"
"1917",3057,"Italy","Men","1980-1989","All",83,46,24,55.4,52.2,"Europe & North America"
"1918",3059,"Italy","Women","1930-1939","All",117,6,2,5.1,33.3,"Europe & North America"
"1919",3060,"Italy","Women","1940-1949","All",186,24,12,12.9,50,"Europe & North America"
"1920",3061,"Italy","Women","1950-1959","All",220,36,11,16.4,30.6,"Europe & North America"
"1921",3062,"Italy","Women","1960-1969","All",270,72,24,26.7,33.3,"Europe & North America"
"1922",3063,"Italy","Women","1970-1979","All",219,59,28,26.9,47.5,"Europe & North America"
"1923",3064,"Italy","Women","1980-1989","All",82,36,12,43.9,33.3,"Europe & North America"
"1924",3065,"Ivory Coast","Men","1960-1969","All",1108,32,9,2.9,28.1,"Africa"
"1925",3066,"Ivory Coast","Men","1970-1979","All",1627,60,23,3.7,38.3,"Africa"
"1926",3067,"Ivory Coast","Women","1950-1959","All",334,3,1,0.9,33.3,"Africa"
"1927",3068,"Ivory Coast","Women","1960-1969","All",753,22,9,2.9,40.9,"Africa"
"1928",3069,"Ivory Coast","Women","1970-1979","All",792,51,32,6.4,62.7,"Africa"
"1929",3071,"Kazakhstan","Men","1950-1959","All",1252,75,50,6,66.7,"FSU"
"1930",3072,"Kazakhstan","Men","1960-1969","All",710,39,24,5.5,61.5,"FSU"
"1931",3074,"Kazakhstan","Women","1940-1949","All",170,5,1,2.9,20,"FSU"
"1932",3075,"Kazakhstan","Women","1950-1959","All",308,16,10,5.2,62.5,"FSU"
"1933",3076,"Kazakhstan","Women","1960-1969","All",199,15,9,7.5,60,"FSU"
"1934",3077,"Kenya","Men","1960-1969","All",2520,45,13,1.8,28.9,"Africa"
"1935",3078,"Kenya","Men","1970-1979","All",6685,147,70,2.2,47.6,"Africa"
"1936",3080,"Kenya","Women","1960-1969","All",1725,51,30,3,58.8,"Africa"
"1937",3081,"Kenya","Women","1970-1979","All",2616,145,93,5.5,64.1,"Africa"
"1938",3082,"Kyrgyzstan","Men","1960-1969","All",1309,35,12,2.7,34.3,"FSU"
"1939",3083,"Kyrgyzstan","Men","1970-1979","All",1466,48,16,3.3,33.3,"FSU"
"1940",3084,"Kyrgyzstan","Women","1960-1969","All",387,9,4,2.3,44.4,"FSU"
"1941",3085,"Kyrgyzstan","Women","1970-1979","All",494,24,9,4.9,37.5,"FSU"
"1942",3090,"Latvia","Men","1960-1969","All",60,8,1,13.3,12.5,"FSU"
"1943",3091,"Latvia","Men","1970-1979","All",53,14,4,26.4,28.6,"FSU"
"1944",3094,"Latvia","Women","1930-1939","All",58,9,3,15.5,33.3,"FSU"
"1945",3095,"Latvia","Women","1940-1949","All",109,4,1,3.7,25,"FSU"
"1946",3096,"Latvia","Women","1950-1959","All",134,13,2,9.7,15.4,"FSU"
"1947",3097,"Latvia","Women","1960-1969","All",119,9,4,7.6,44.4,"FSU"
"1948",3098,"Latvia","Women","1970-1979","All",86,11,5,12.8,45.5,"FSU"
"1949",3100,"Lesotho","Men","1960-1969","All",504,22,6,4.4,27.3,"Africa"
"1950",3101,"Lesotho","Men","1970-1979","All",1296,55,16,4.2,29.1,"Africa"
"1951",3102,"Lesotho","Women","1950-1959","All",141,9,4,6.4,44.4,"Africa"
"1952",3103,"Lesotho","Women","1960-1969","All",334,32,18,9.6,56.2,"Africa"
"1953",3104,"Lesotho","Women","1970-1979","All",493,86,64,17.4,74.4,"Africa"
"1954",3106,"Liberia","Men","1970-1979","All",1569,14,4,0.9,28.6,"Africa"
"1955",3107,"Liberia","Men","1980-1989","All",1108,14,4,1.3,28.6,"Africa"
"1956",3109,"Liberia","Women","1960-1969","All",487,5,3,1,60,"Africa"
"1957",3110,"Liberia","Women","1970-1979","All",841,11,6,1.3,54.5,"Africa"
"1958",3111,"Liberia","Women","1980-1989","All",496,5,3,1,60,"Africa"
"1959",3112,"Lithuania","Men","1920-1929","All",162,37,16,22.8,43.2,"FSU"
"1960",3113,"Lithuania","Men","1930-1939","All",759,137,53,18.1,38.7,"FSU"
"1961",3114,"Lithuania","Men","1940-1949","All",720,110,42,15.3,38.2,"FSU"
"1962",3115,"Lithuania","Men","1950-1959","All",1000,152,75,15.2,49.3,"FSU"
"1963",3116,"Lithuania","Men","1960-1969","All",1006,144,79,14.3,54.9,"FSU"
"1964",3117,"Lithuania","Men","1970-1979","All",219,47,28,21.5,59.6,"FSU"
"1965",3119,"Lithuania","Women","1920-1929","All",160,48,28,30,58.3,"FSU"
"1966",3120,"Lithuania","Women","1930-1939","All",904,170,89,18.8,52.4,"FSU"
"1967",3121,"Lithuania","Women","1940-1949","All",1017,131,66,12.9,50.4,"FSU"
"1968",3122,"Lithuania","Women","1950-1959","All",1097,143,73,13,51,"FSU"
"1969",3123,"Lithuania","Women","1960-1969","All",1170,116,61,9.9,52.6,"FSU"
"1970",3124,"Lithuania","Women","1970-1979","All",281,35,23,12.5,65.7,"FSU"
"1971",3125,"Lithuania","Women","1980-1989","All",61,9,2,14.8,22.2,"FSU"
"1972",3126,"Madagascar","Men","1950-1959","All",186,10,1,5.4,10,"Africa"
"1973",3127,"Madagascar","Men","1960-1969","All",3282,168,33,5.1,19.6,"Africa"
"1974",3128,"Madagascar","Men","1970-1979","All",1746,69,18,4,26.1,"Africa"
"1975",3130,"Madagascar","Women","1950-1959","All",976,32,8,3.3,25,"Africa"
"1976",3131,"Madagascar","Women","1960-1969","All",1468,65,19,4.4,29.2,"Africa"
"1977",3132,"Madagascar","Women","1970-1979","All",787,55,22,7,40,"Africa"
"1978",3133,"Malawi","Men","1960-1969","All",1127,15,0,1.3,0,"Africa"
"1979",3134,"Malawi","Men","1970-1979","All",4604,61,10,1.3,16.4,"Africa"
"1980",3135,"Malawi","Men","1980-1989","All",840,16,7,1.9,43.8,"Africa"
"1981",3136,"Malawi","Women","1960-1969","All",676,12,6,1.8,50,"Africa"
"1982",3137,"Malawi","Women","1970-1979","All",1366,36,19,2.6,52.8,"Africa"
"1983",3138,"Malawi","Women","1980-1989","All",235,3,2,1.3,66.7,"Africa"
"1984",3139,"Maldives","Men","1960-1969","All",361,16,3,4.4,18.8,"Asia"
"1985",3140,"Maldives","Men","1970-1979","All",1766,77,21,4.4,27.3,"Asia"
"1986",3141,"Maldives","Men","1980-1989","All",559,35,7,6.3,20,"Asia"
"1987",3142,"Maldives","Women","1960-1969","All",204,15,5,7.4,33.3,"Asia"
"1988",3143,"Maldives","Women","1970-1979","All",919,89,33,9.7,37.1,"Asia"
"1989",3144,"Maldives","Women","1980-1989","All",240,35,11,14.6,31.4,"Asia"
"1990",3145,"Mali","Men","1960-1969","All",123,3,0,2.4,0,"Africa"
"1991",3146,"Mali","Men","1970-1979","All",1723,50,8,2.9,16,"Africa"
"1992",3147,"Mali","Men","1980-1989","All",995,39,5,3.9,12.8,"Africa"
"1993",3149,"Mali","Women","1960-1969","All",629,10,2,1.6,20,"Africa"
"1994",3150,"Mali","Women","1970-1979","All",910,24,7,2.6,29.2,"Africa"
"1995",3151,"Mali","Women","1980-1989","All",427,30,9,7,30,"Africa"
"1996",3152,"Mauritania","Men","1950-1959","All",874,61,17,7,27.9,"Africa"
"1997",3153,"Mauritania","Men","1960-1969","All",1178,102,49,8.7,48,"Africa"
"1998",3154,"Mauritania","Women","1940-1949","All",140,5,1,3.6,20,"Africa"
"1999",3155,"Mauritania","Women","1950-1959","All",334,14,6,4.2,42.9,"Africa"
"2000",3156,"Mauritania","Women","1960-1969","All",329,57,39,17.3,68.4,"Africa"
"2001",3160,"Montenegro","Men","1950-1959","All",118,15,10,12.7,66.7,"Europe & North America"
"2002",3161,"Montenegro","Men","1960-1969","All",116,33,27,28.4,81.8,"Europe & North America"
"2003",3162,"Montenegro","Men","1970-1979","All",113,37,22,32.7,59.5,"Europe & North America"
"2004",3163,"Montenegro","Men","1980-1989","All",50,25,20,50,80,"Europe & North America"
"2005",3165,"Montenegro","Women","1940-1949","All",58,7,4,12.1,57.1,"Europe & North America"
"2006",3166,"Montenegro","Women","1950-1959","All",95,12,8,12.6,66.7,"Europe & North America"
"2007",3167,"Montenegro","Women","1960-1969","All",114,18,13,15.8,72.2,"Europe & North America"
"2008",3168,"Montenegro","Women","1970-1979","All",98,18,15,18.4,83.3,"Europe & North America"
"2009",3170,"Mozambique","Men","1960-1969","All",1740,72,9,4.1,12.5,"Africa"
"2010",3171,"Mozambique","Men","1970-1979","All",2157,93,16,4.3,17.2,"Africa"
"2011",3172,"Mozambique","Women","1940-1949","All",80,1,0,1.2,0,"Africa"
"2012",3173,"Mozambique","Women","1950-1959","All",359,9,0,2.5,0,"Africa"
"2013",3174,"Mozambique","Women","1960-1969","All",481,18,5,3.7,27.8,"Africa"
"2014",3175,"Mozambique","Women","1970-1979","All",561,19,8,3.4,42.1,"Africa"
"2015",3176,"Myanmar","Men","1960-1969","All",1185,188,151,15.9,80.3,"Asia"
"2016",3177,"Myanmar","Men","1970-1979","All",3647,636,507,17.4,79.7,"Asia"
"2017",3178,"Myanmar","Men","1980-1989","All",473,113,80,23.9,70.8,"Asia"
"2018",3179,"Myanmar","Women","1960-1969","All",419,31,15,7.4,48.4,"Asia"
"2019",3180,"Myanmar","Women","1970-1979","All",1324,184,107,13.9,58.2,"Asia"
"2020",3181,"Myanmar","Women","1980-1989","All",175,44,24,25.1,54.5,"Asia"
"2021",3183,"Namibia","Men","1950-1959","All",512,0,0,0,NA,"Africa"
"2022",3184,"Namibia","Men","1960-1969","All",1281,51,29,4,56.9,"Africa"
"2023",3185,"Namibia","Men","1970-1979","All",1846,98,57,5.3,58.2,"Africa"
"2024",3187,"Namibia","Women","1950-1959","All",334,0,0,0,NA,"Africa"
"2025",3188,"Namibia","Women","1960-1969","All",581,43,28,7.4,65.1,"Africa"
"2026",3189,"Namibia","Women","1970-1979","All",754,98,79,13,80.6,"Africa"
"2027",3190,"Nepal","Men","1960-1969","All",712,21,7,2.9,33.3,"Asia"
"2028",3191,"Nepal","Men","1970-1979","All",2839,67,24,2.4,35.8,"Asia"
"2029",3192,"Nepal","Men","1980-1989","All",500,15,5,3,33.3,"Asia"
"2030",3193,"Nepal","Women","1960-1969","All",291,2,0,0.7,0,"Asia"
"2031",3194,"Nepal","Women","1970-1979","All",934,17,4,1.8,23.5,"Asia"
"2032",3195,"Nepal","Women","1980-1989","All",187,12,7,6.4,58.3,"Asia"
"2033",3198,"Netherlands","Men","1930-1939","All",419,43,13,10.3,30.2,"Europe & North America"
"2034",3199,"Netherlands","Men","1940-1949","All",1964,259,68,13.2,26.3,"Europe & North America"
"2035",3200,"Netherlands","Men","1950-1959","All",2142,408,99,19,24.3,"Europe & North America"
"2036",3201,"Netherlands","Men","1960-1969","All",2102,535,169,25.5,31.6,"Europe & North America"
"2037",3202,"Netherlands","Men","1970-1979","All",892,246,71,27.6,28.9,"Europe & North America"
"2038",3205,"Netherlands","Women","1920-1929","All",80,13,7,16.2,53.8,"Europe & North America"
"2039",3206,"Netherlands","Women","1930-1939","All",463,60,25,13,41.7,"Europe & North America"
"2040",3207,"Netherlands","Women","1940-1949","All",1856,213,57,11.5,26.8,"Europe & North America"
"2041",3208,"Netherlands","Women","1950-1959","All",2363,348,56,14.7,16.1,"Europe & North America"
"2042",3209,"Netherlands","Women","1960-1969","All",2299,376,76,16.4,20.2,"Europe & North America"
"2043",3210,"Netherlands","Women","1970-1979","All",899,173,38,19.2,22,"Europe & North America"
"2044",3212,"Nicaragua","Men","1940-1949","All",294,8,5,2.7,62.5,"Latin America"
"2045",3213,"Nicaragua","Men","1950-1959","All",2441,87,52,3.6,59.8,"Latin America"
"2046",3214,"Nicaragua","Men","1960-1969","All",1072,47,27,4.4,57.4,"Latin America"
"2047",3216,"Nicaragua","Women","1940-1949","All",284,19,9,6.7,47.4,"Latin America"
"2048",3217,"Nicaragua","Women","1950-1959","All",491,19,11,3.9,57.9,"Latin America"
"2049",3218,"Nicaragua","Women","1960-1969","All",187,12,6,6.4,50,"Latin America"
"2050",3219,"Niger","Men","1960-1969","All",1103,17,3,1.5,17.6,"Africa"
"2051",3220,"Niger","Men","1970-1979","All",2057,54,19,2.6,35.2,"Africa"
"2052",3221,"Niger","Women","1950-1959","All",305,3,1,1,33.3,"Africa"
"2053",3222,"Niger","Women","1960-1969","All",717,10,5,1.4,50,"Africa"
"2054",3223,"Niger","Women","1970-1979","All",782,42,18,5.4,42.9,"Africa"
"2055",3224,"Nigeria","Men","1960-1969","All",803,27,3,3.4,11.1,"Africa"
"2056",3225,"Nigeria","Men","1970-1979","All",7914,286,97,3.6,33.9,"Africa"
"2057",3226,"Nigeria","Men","1980-1989","All",4637,209,101,4.5,48.3,"Africa"
"2058",3227,"Nigeria","Women","1950-1959","All",82,2,1,2.4,50,"Africa"
